PLAYER_NAME,Anatomical sub-areas,TEAM_ABBREVIATION (groups),Average of recovery_time, Sum of team_losses ,Count of SEASON_ID, Avg Cost per Season , Average of salaries INF ,Avg Cost per Seasons
Andris Biedrins,Other facial areas,GSW,283," $7,986,946.30 ",1," $7,986,946.30 "," $14,553,991.00 "," $7,986,946.30 "
Victor Oladipo,Unclassified,OKC & SEA,64," $7,954,545.50 ",1," $7,954,545.50 "," $25,925,926.00 "," $7,954,545.50 "
Monta Ellis,Cranial area,GSW,338," $7,943,766.80 ",1," $7,943,766.80 "," $15,509,259.00 "," $7,943,766.80 "
Etan Thomas,Knee area,WAS,347," $7,941,143.00 ",1," $7,941,143.00 "," $8,920,188.00 "," $7,941,143.00 "
Jabari Parker,Unclassified,CHI,61," $7,934,175.90 ",1," $7,934,175.90 "," $24,096,386.00 "," $7,934,175.90 "
Nicolas Batum,"Hand, Thumb & Fingers area",CHA & CHH,16.5," $7,912,088.00 ",1," $7,912,088.00 "," $28,571,429.00 "," $7,912,088.00 "
Tyrone Hill,Shoulder area,MIA,-1," $7,902,482.20 ",1," $7,902,482.20 "," $9,384,197.60 "," $7,902,482.20 "
Ryan Anderson,Thoracolumbar area,NOH & NOK & NOP,303," $7,879,925.30 ",1," $7,879,925.30 "," $11,538,462.00 "," $7,879,925.30 "
Kevin Love,Calf area,CLE,5.75," $7,869,281.10 ",1," $7,869,281.10 "," $35,411,765.00 "," $7,869,281.10 "
Otto Porter Jr.,Shoulder area,WAS,235," $7,823,978.80 ",1," $7,823,978.80 "," $32,078,313.00 "," $7,823,978.80 "
Mike Conley,Heel area,MEM & VAN,113," $31,248,281.00 ",2," $15,624,140.50 "," $28,632,461.40 "," $7,812,070.25 "
Channing Frye,Knee area,PHX,145," $7,770,481.60 ",1," $7,770,481.60 "," $8,974,359.00 "," $7,770,481.60 "
Blake Griffin,"Hand, Thumb & Fingers area",LAC,61," $7,750,582.60 ",1," $7,750,582.60 "," $24,358,974.00 "," $7,750,582.60 "
Rudy Gobert,Abdominal area,UTA,39," $7,731,958.70 ",1," $7,731,958.70 "," $42,268,041.00 "," $7,731,958.70 "
Speedy Claxton,Thigh area,ATL,167," $7,666,969.60 ",1," $7,666,969.60 "," $8,802,817.00 "," $7,666,969.60 "
Nick Van Exel,Thoracolumbar area,DEN,144," $7,665,764.00 ",1," $7,665,764.00 "," $13,665,057.60 "," $7,665,764.00 "
Tyson Chandler,Thigh area,DAL,84," $7,662,835.40 ",1," $7,662,835.40 "," $16,666,667.00 "," $7,662,835.40 "
O.G. Anunoby,Calf area,TOR,101," $7,647,059.00 ",1," $7,647,059.00 "," $21,176,471.00 "," $7,647,059.00 "
Lance Thomas,Hip area,NYK,176.5," $7,621,950.80 ",1," $7,621,950.80 "," $7,911,392.00 "," $7,621,950.80 "
Jamaal Magloire,Thoracolumbar area,NOH & NOK & NOP,1030," $7,608,844.30 ",1," $7,608,844.30 "," $11,554,171.00 "," $7,608,844.30 "
Rod Strickland,Thigh area,WAS,139.5," $7,607,799.80 ",1," $7,607,799.80 "," $14,853,323.40 "," $7,607,799.80 "
Mo Williams,Abdominal area,MIL,14," $7,605,511.80 ",1," $7,605,511.80 "," $44,546,569.00 "," $7,605,511.80 "
De'Aaron Fox,"Hand, Thumb & Fingers area",SAC,228," $7,593,861.20 ",1," $7,593,861.20 "," $36,629,213.00 "," $7,593,861.20 "
Harrison Barnes,Foot area,DAL,34.5," $30,260,453.30 ",2," $15,130,226.60 "," $24,438,202.00 "," $7,565,113.30 "
Jamal Crawford,Thoracolumbar area,GSW,306," $7,557,540.60 ",1," $7,557,540.60 "," $11,267,606.00 "," $7,557,540.60 "
Jerome James,Abdominal area,OKC & SEA,356," $7,544,982.20 ",1," $7,544,982.20 "," $8,360,656.00 "," $7,544,982.20 "
Donyell Marshall,Wrist area,UTA,303," $7,544,618.70 ",1," $7,544,618.70 "," $9,403,437.80 "," $7,544,618.70 "
Ian Mahinmi,Calf area,IND,244," $7,536,061.40 ",1," $7,536,061.40 "," $20,253,165.00 "," $7,536,061.40 "
Arron Afflalo,Thigh area,ORL,125," $7,526,579.40 ",1," $7,526,579.40 "," $10,641,026.00 "," $7,526,579.40 "
Spencer Dinwiddie,Knee area,BKN & NJN,20.5," $7,525,476.80 ",1," $7,525,476.80 "," $20,224,719.00 "," $7,525,476.80 "
Gerald Henderson,Wrist area,CHA & CHH,522," $7,520,386.80 ",1," $7,520,386.80 "," $7,792,208.00 "," $7,520,386.80 "
Nick Van Exel,Elbow area,DEN,270," $7,520,265.90 ",1," $7,520,265.90 "," $14,682,423.80 "," $7,520,265.90 "
Andre Drummond,Calf area,DET,321," $7,503,607.50 ",1," $7,503,607.50 "," $30,952,381.00 "," $7,503,607.50 "
Terrence Ross,Thigh area,TOR,70," $7,500,000.00 ",1," $7,500,000.00 "," $15,882,353.00 "," $7,500,000.00 "
Scottie Pippen,Knee area,POR,59," $29,973,673.00 ",2," $14,986,836.50 "," $27,085,268.30 "," $7,493,418.25 "
Tim Thomas,Thoracolumbar area,NYK,270," $7,455,475.70 ",1," $7,455,475.70 "," $16,440,279.70 "," $7,455,475.70 "
Kyrie Irving,Shoulder area,BKN & NJN,124.33," $29,821,013.90 ",2," $14,910,507.00 "," $40,465,686.30 "," $7,455,253.50 "
Delon Wright,Thigh area,DET,159," $7,442,796.40 ",1," $7,442,796.40 "," $8,247,423.00 "," $7,442,796.40 "
Chris Paul,"Hand, Thumb & Fingers area",PHX,17," $7,416,617.30 ",1," $7,416,617.30 "," $39,143,258.00 "," $7,416,617.30 "
James Johnson,Thigh area,DAL,201," $7,386,448.20 ",1," $7,386,448.20 "," $18,235,294.00 "," $7,386,448.20 "
Baron Davis,Hip area,GSW,62," $7,368,601.80 ",1," $7,368,601.80 "," $18,309,859.00 "," $7,368,601.80 "
Tyler Herro,"Hand, Thumb & Fingers area",MIA,-1," $7,339,224.40 ",1," $7,339,224.40 "," $33,505,155.00 "," $7,339,224.40 "
Marc Gasol,Thigh area,MEM & VAN,146," $29,351,517.80 ",2," $14,675,758.90 "," $19,134,453.70 "," $7,337,879.45 "
Derrick White,Ankle area,SAS,253," $7,305,964.00 ",1," $7,305,964.00 "," $10,735,294.00 "," $7,305,964.00 "
Dirk Nowitzki,Heel area,DAL,15.33," $7,293,918.00 ",1," $7,293,918.00 "," $22,151,899.00 "," $7,293,918.00 "
Grant Hill,Thoracolumbar area,ORL,20," $7,268,924.70 ",1," $7,268,924.70 "," $20,553,511.10 "," $7,268,924.70 "
Jamal Mashburn,Abdominal area,CHA & CHH,90," $7,264,430.90 ",1," $7,264,430.90 "," $15,373,563.00 "," $7,264,430.90 "
Josh Hart,Knee area,NOH & NOK & NOP,88.67," $7,258,682.60 ",1," $7,258,682.60 "," $14,194,757.00 "," $7,258,682.60 "
Karl-Anthony Towns,COVID-19,MIN,26," $7,228,758.30 ",1," $7,228,758.30 "," $37,176,471.00 "," $7,228,758.30 "
Raymond Felton,Unclassified,POR,244," $7,166,257.20 ",1," $7,166,257.20 "," $16,891,892.00 "," $7,166,257.20 "
Kristaps Porzingis,Abdominal area,DAL,34," $7,160,171.00 ",1," $7,160,171.00 "," $32,618,557.00 "," $7,160,171.00 "
Juancho Hernangomez,Unclassified,MIN,353," $7,153,345.60 ",1," $7,153,345.60 "," $7,584,270.00 "," $7,153,345.60 "
LeBron James,Foot area,LAL,27," $7,150,220.90 ",1," $7,150,220.90 "," $50,051,546.00 "," $7,150,220.90 "
Loy Vaught,Thoracolumbar area,DAL,-1," $7,147,456.40 ",1," $7,147,456.40 "," $7,147,456.40 "," $7,147,456.40 "
Ramon Sessions,Knee area,SAC,343," $7,139,548.90 ",1," $7,139,548.90 "," $7,911,392.00 "," $7,139,548.90 "
Martell Webster,Hip area,WAS,8," $7,137,273.20 ",1," $7,137,273.20 "," $7,051,282.00 "," $7,137,273.20 "
Raef LaFrentz,Shoulder area,POR,22.5," $7,122,279.60 ",1," $7,122,279.60 "," $7,042,254.00 "," $7,122,279.60 "
Jeff Green,Thoracolumbar area,LAC,161," $28,467,082.50 ",2," $14,233,541.30 "," $13,604,730.00 "," $7,116,770.65 "
Glen Davis,Abdominal area,ORL,141," $7,113,820.90 ",1," $7,113,820.90 "," $8,333,333.00 "," $7,113,820.90 "
Jermaine O'Neal,Shoulder area,IND,44," $7,062,333.30 ",1," $7,062,333.30 "," $29,170,507.00 "," $7,062,333.30 "
Dwight Powell,Heel area,DAL,356," $7,034,342.60 ",1," $7,034,342.60 "," $12,123,016.00 "," $7,034,342.60 "
Mehmet Okur,Unclassified,BKN & NJN,8," $7,003,366.80 ",1," $7,003,366.80 "," $14,444,444.00 "," $7,003,366.80 "
Stephen Curry,Shoulder area,GSW,26," $6,999,457.40 ",1," $6,999,457.40 "," $55,412,371.00 "," $6,999,457.40 "
Jeremy Lin,Unclassified,BKN & NJN,107," $6,979,642.60 ",1," $6,979,642.60 "," $14,457,831.00 "," $6,979,642.60 "
LaMarcus Aldridge,Shoulder area,SAS,109," $6,957,746.50 ",1," $6,957,746.50 "," $26,000,000.00 "," $6,957,746.50 "
Paul George,Thigh area,OKC & SEA,123," $27,766,796.70 ",2," $13,883,398.30 "," $40,907,678.70 "," $6,941,699.15 "
Baron Davis,Knee area,NOH & NOK & NOP,17.33," $6,933,744.20 ",1," $6,933,744.20 "," $22,598,870.00 "," $6,933,744.20 "
Al Jefferson,Foot area,CHA & CHH,247," $6,931,440.80 ",1," $6,931,440.80 "," $17,532,468.00 "," $6,931,440.80 "
Larry Nance Jr.,Ankle area,LAL,84," $6,911,548.70 ",1," $6,911,548.70 "," $13,493,976.00 "," $6,911,548.70 "
Kelly Oubre Jr.,Wrist area,WAS,28.5," $6,875,477.50 ",1," $6,875,477.50 "," $17,647,059.00 "," $6,875,477.50 "
Brent Price,Unclassified,SAC,-1," $6,861,017.00 ",1," $6,861,017.00 "," $6,861,017.00 "," $6,861,017.00 "
Caris LeVert,"Hand, Thumb & Fingers area",BKN & NJN,54," $6,853,070.10 ",1," $6,853,070.10 "," $20,833,333.00 "," $6,853,070.10 "
Chris Paul,"Hand, Thumb & Fingers area",NOH & NOK & NOP,169," $27,403,598.70 ",2," $13,701,799.30 "," $18,021,322.00 "," $6,850,899.65 "
Gordon Hayward,Shoulder area,CHA & CHH,16," $6,789,037.00 ",1," $6,789,037.00 "," $30,927,835.00 "," $6,789,037.00 "
Gerald Wallace,Abdominal area,CHA & CHH,297," $6,783,536.70 ",1," $6,783,536.70 "," $10,906,863.00 "," $6,783,536.70 "
Victor Oladipo,Foot area,OKC & SEA,223," $6,776,094.30 ",1," $6,776,094.30 "," $25,925,926.00 "," $6,776,094.30 "
D'Angelo Russell,Knee area,GSW,139," $27,071,231.60 ",2," $13,535,615.80 "," $32,283,202.00 "," $6,767,807.90 "
Shareef Abdur-Rahim,Elbow area,POR,30.5," $6,761,766.20 ",1," $6,761,766.20 "," $19,802,315.30 "," $6,761,766.20 "
Lonzo Ball,"Hand, Thumb & Fingers area",NOH & NOK & NOP,228," $6,729,497.30 ",1," $6,729,497.30 "," $13,095,238.00 "," $6,729,497.30 "
Caris LeVert,Thigh area,IND,62," $6,714,168.10 ",1," $6,714,168.10 "," $19,662,921.00 "," $6,714,168.10 "
Carlos Boozer,Foot area,UTA,250," $6,687,647.60 ",1," $6,687,647.60 "," $18,279,570.00 "," $6,687,647.60 "
Jrue Holiday,Abdominal area,NOH & NOK & NOP,233," $6,664,707.70 ",1," $6,664,707.70 "," $30,361,446.00 "," $6,664,707.70 "
Iman Shumpert,Foot area,CLE,259," $6,647,673.30 ",1," $6,647,673.30 "," $12,345,679.00 "," $6,647,673.30 "
Tyson Chandler,Thoracolumbar area,CHA & CHH,339," $6,645,212.10 ",1," $6,645,212.10 "," $12,384,259.00 "," $6,645,212.10 "
Trevor Booker,Ankle area,BKN & NJN,52," $6,639,566.30 ",1," $6,639,566.30 "," $11,111,111.00 "," $6,639,566.30 "
Mike Muscala,Ankle area,PHI,265," $6,600,871.10 ",1," $6,600,871.10 "," $6,024,096.00 "," $6,600,871.10 "
Jermaine O'Neal,Wrist area,BOS,142," $6,595,694.30 ",1," $6,595,694.30 "," $7,770,270.00 "," $6,595,694.30 "
Marcus Thornton,Thigh area,SAC,130," $6,587,838.00 ",1," $6,587,838.00 "," $11,148,649.00 "," $6,587,838.00 "
CJ Miles,Unclassified,MEM & VAN,-1," $6,579,491.80 ",1," $6,579,491.80 "," $10,138,889.00 "," $6,579,491.80 "
Kevin Durant,Knee area,BKN & NJN,52," $26,310,303.20 ",2," $13,155,151.60 "," $48,274,789.00 "," $6,577,575.80 "
Brendan Haywood,Wrist area,WAS,175," $6,526,967.10 ",1," $6,526,967.10 "," $7,042,254.00 "," $6,526,967.10 "
Tiago Splitter,Hip area,ATL,90.33," $6,521,739.40 ",1," $6,521,739.40 "," $11,538,462.00 "," $6,521,739.40 "
Al Horford,Abdominal area,ATL,37," $6,501,726.20 ",1," $6,501,726.20 "," $35,759,494.00 "," $6,501,726.20 "
John Wall,COVID-19,WAS,19," $6,493,506.50 ",1," $6,493,506.50 "," $50,000,000.00 "," $6,493,506.50 "
Will Barton,Hip area,DEN,83," $6,485,316.10 ",1," $6,485,316.10 "," $15,963,855.00 "," $6,485,316.10 "
Andrew Bogut,Ankle area,MIL,76," $25,940,071.70 ",2," $12,970,035.90 "," $19,388,335.80 "," $6,485,017.95 "
Paul Millsap,Elbow area,UTA,95," $6,469,749.60 ",1," $6,469,749.60 "," $12,337,662.00 "," $6,469,749.60 "
Devin Harris,Thigh area,BKN & NJN,160," $6,436,314.40 ",1," $6,436,314.40 "," $13,888,889.00 "," $6,436,314.40 "
Kyle Anderson,Shoulder area,MEM & VAN,299," $6,422,274.30 ",1," $6,422,274.30 "," $11,204,819.00 "," $6,422,274.30 "
Jrue Holiday,Ankle area,NOH & NOK & NOP,86," $6,417,710.40 ",1," $6,417,710.40 "," $13,141,026.00 "," $6,417,710.40 "
Norman Powell,Foot area,POR,57," $6,412,715.80 ",1," $6,412,715.80 "," $20,224,719.00 "," $6,412,715.80 "
Earl Watson,Ankle area,OKC & SEA,321," $6,399,709.00 ",1," $6,399,709.00 "," $8,746,269.00 "," $6,399,709.00 "
Emeka Okafor,Knee area,NOH & NOK & NOP,48," $6,388,206.30 ",1," $6,388,206.30 "," $16,216,216.00 "," $6,388,206.30 "
Alexis Ajinca,Knee area,NOH & NOK & NOP,44.5," $6,371,591.50 ",1," $6,371,591.50 "," $6,234,568.00 "," $6,371,591.50 "
Eric Williams,Thigh area,BOS,169," $6,358,837.30 ",1," $6,358,837.30 "," $7,702,253.70 "," $6,358,837.30 "
Ronny Turiaf,Thigh area,WAS,338," $6,352,374.80 ",1," $6,352,374.80 "," $5,743,243.00 "," $6,352,374.80 "
Josh Jackson,Thigh area,PHX,349," $6,350,497.00 ",1," $6,350,497.00 "," $6,851,852.00 "," $6,350,497.00 "
Jerryd Bayless,Knee area,PHI,115," $6,344,526.80 ",1," $6,344,526.80 "," $10,843,373.00 "," $6,344,526.80 "
Marco Belinelli,Ankle area,CHA & CHH,324," $6,293,285.10 ",1," $6,293,285.10 "," $7,818,930.00 "," $6,293,285.10 "
JR Smith,Toes area,CLE,256," $6,281,222.60 ",1," $6,281,222.60 "," $17,168,675.00 "," $6,281,222.60 "
Aron Baynes,Knee area,PHX,274," $6,252,445.80 ",1," $6,252,445.80 "," $6,428,571.00 "," $6,252,445.80 "
James Harden,Thigh area,BKN & NJN,37.86," $24,976,792.90 ",2," $12,488,396.40 "," $49,705,882.00 "," $6,244,198.20 "
Glen Rice,Unclassified,HOU,88.67," $6,243,205.80 ",1," $6,243,205.80 "," $13,081,002.70 "," $6,243,205.80 "
Derek Anderson,Unclassified,HOU,172.5," $6,239,519.40 ",1," $6,239,519.40 "," $6,914,062.00 "," $6,239,519.40 "
Eric Williams,"Hand, Thumb & Fingers area",BOS,508," $6,228,277.80 ",1," $6,228,277.80 "," $6,424,960.30 "," $6,228,277.80 "
Rudy Gay,Unclassified,TOR,53.5," $6,222,092.70 ",1," $6,222,092.70 "," $10,649,351.00 "," $6,222,092.70 "
Blake Griffin,Toes area,LAC,220," $6,215,332.10 ",1," $6,215,332.10 "," $24,050,633.00 "," $6,215,332.10 "
Jerami Grant,Calf area,DEN,228," $6,199,147.60 ",1," $6,199,147.60 "," $22,471,910.00 "," $6,199,147.60 "
Jerami Grant,Elbow area,DEN,48," $6,199,147.60 ",1," $6,199,147.60 "," $22,471,910.00 "," $6,199,147.60 "
Wayne Ellington,Heel area,MIA,426," $6,190,476.00 ",1," $6,190,476.00 "," $6,190,476.00 "," $6,190,476.00 "
Greivis Vasquez,Ankle area,BKN & NJN,-1," $6,174,745.40 ",1," $6,174,745.40 "," $6,329,114.00 "," $6,174,745.40 "
Al Horford,Cranial area,ATL,60.5," $24,684,926.10 ",2," $12,342,463.10 "," $35,318,018.50 "," $6,171,231.55 "
Jusuf Nurkic,Wrist area,POR,71," $6,153,846.10 ",1," $6,153,846.10 "," $14,117,647.00 "," $6,153,846.10 "
Tony Snell,Unclassified,MIL,334," $6,153,184.10 ",1," $6,153,184.10 "," $13,095,238.00 "," $6,153,184.10 "
Wesley Person,Hip area,ATL,148.5," $6,135,963.70 ",1," $6,135,963.70 "," $10,705,298.40 "," $6,135,963.70 "
Tony Battie,Unclassified,BKN & NJN,109.33," $6,133,358.00 ",1," $6,133,358.00 "," $7,288,918.20 "," $6,133,358.00 "
Mike Miller,Knee area,MEM & VAN,299," $6,132,805.40 ",1," $6,132,805.40 "," $9,670,962.30 "," $6,132,805.40 "
Ray Allen,Ankle area,BOS,53.25," $6,128,221.50 ",1," $6,128,221.50 "," $13,513,514.00 "," $6,128,221.50 "
Michael Porter Jr.,Heel area,DEN,30," $6,105,720.60 ",1," $6,105,720.60 "," $44,484,536.00 "," $6,105,720.60 "
Rajon Rondo,Thoracolumbar area,DAL,258," $6,088,779.70 ",1," $6,088,779.70 "," $13,940,100.90 "," $6,088,779.70 "
Kelly Olynyk,Knee area,HOU,72," $6,083,858.60 ",1," $6,083,858.60 "," $13,857,678.00 "," $6,083,858.60 "
Robert Covington,Knee area,MIN,201.33," $24,294,158.60 ",2," $12,147,079.30 "," $18,528,230.70 "," $6,073,539.65 "
Marc Jackson,Thigh area,PHI,-1," $6,069,652.00 ",1," $6,069,652.00 "," $6,069,652.00 "," $6,069,652.00 "
Rudy Gobert,Unclassified,UTA,13," $24,266,951.20 ",2," $12,133,475.60 "," $43,217,884.80 "," $6,066,737.80 "
Brandon Ingram,Thigh area,NOH & NOK & NOP,14.5," $6,059,754.90 ",1," $6,059,754.90 "," $35,550,562.00 "," $6,059,754.90 "
Chris Mills,Heel area,GSW,124," $6,034,184.70 ",1," $6,034,184.70 "," $8,531,088.70 "," $6,034,184.70 "
Richard Jefferson,Ankle area,BKN & NJN,18.33," $6,033,661.60 ",1," $6,033,661.60 "," $18,905,473.00 "," $6,033,661.60 "
Darius Songaila,Unclassified,NOH & NOK & NOP,38.5," $6,025,883.90 ",1," $6,025,883.90 "," $6,388,889.00 "," $6,025,883.90 "
DeAndre Jordan,"Hand, Thumb & Fingers area",LAC,-1," $6,022,409.00 ",1," $6,022,409.00 "," $11,904,762.00 "," $6,022,409.00 "
Josh Richardson,Unclassified,DAL,47.5," $6,016,854.20 ",1," $6,016,854.20 "," $13,370,787.00 "," $6,016,854.20 "
Gordon Hayward,"Hand, Thumb & Fingers area",BOS,28," $5,992,509.30 ",1," $5,992,509.30 "," $38,095,238.00 "," $5,992,509.30 "
Troy Murphy,Unclassified,BKN & NJN,36," $5,989,378.30 ",1," $5,989,378.30 "," $14,032,257.80 "," $5,989,378.30 "
Juwan Howard,Other facial areas,HOU,295," $5,987,676.70 ",1," $5,987,676.70 "," $9,516,129.00 "," $5,987,676.70 "
Jarrett Culver,Ankle area,MIN,135," $5,953,023.00 ",1," $5,953,023.00 "," $7,264,706.00 "," $5,953,023.00 "
Brook Lopez,Thoracolumbar area,BKN & NJN,170.33," $23,795,765.00 ",2," $11,897,882.50 "," $15,531,135.30 "," $5,948,941.25 "
D.J. Augustin,Unclassified,ORL,13," $5,946,835.10 ",1," $5,946,835.10 "," $7,865,169.00 "," $5,946,835.10 "
Michael Dickerson,Other facial areas,MEM & VAN,352," $5,931,454.80 ",1," $5,931,454.80 "," $6,235,632.00 "," $5,931,454.80 "
Norman Powell,Foot area,LAC,234," $5,919,430.00 ",1," $5,919,430.00 "," $20,224,719.00 "," $5,919,430.00 "
Mason Plumlee,Cranial area,DEN,232," $5,906,265.20 ",1," $5,906,265.20 "," $9,686,275.00 "," $5,906,265.20 "
Charlie Ward,Knee area,HOU,25.5," $5,873,031.50 ",1," $5,873,031.50 "," $7,919,694.00 "," $5,873,031.50 "
Josh Richardson,Thigh area,MIA,47," $5,851,063.80 ",1," $5,851,063.80 "," $12,500,000.00 "," $5,851,063.80 "
Chris Paul,Shoulder area,LAC,37," $5,850,991.20 ",1," $5,850,991.20 "," $27,792,208.00 "," $5,850,991.20 "
Damon Jones,Unclassified,CLE,28.5," $5,846,170.70 ",1," $5,846,170.70 "," $5,669,014.00 "," $5,846,170.70 "
Kendall Gill,Knee area,BKN & NJN,72," $5,832,646.50 ",1," $5,832,646.50 "," $10,397,326.40 "," $5,832,646.50 "
Ian Mahinmi,Heel area,WAS,22.5," $5,820,105.80 ",1," $5,820,105.80 "," $19,047,619.00 "," $5,820,105.80 "
Anthony Davis,Foot area,LAL,71.75," $23,240,600.90 ",2," $11,620,300.40 "," $40,914,398.00 "," $5,810,150.20 "
Luol Deng,Unclassified,LAL,66.67," $23,186,168.40 ",2," $11,593,084.20 "," $22,597,280.70 "," $5,796,542.10 "
Chris Kaman,Calf area,NOH & NOK & NOP,91," $5,776,636.80 ",1," $5,776,636.80 "," $10,526,316.00 "," $5,776,636.80 "
John Salmons,Hip area,SAC,157.5," $5,761,671.10 ",1," $5,761,671.10 "," $5,675,676.00 "," $5,761,671.10 "
Zach Collins,Ankle area,POR,116," $5,727,596.30 ",1," $5,727,596.30 "," $8,239,700.00 "," $5,727,596.30 "
Kris Dunn,Ankle area,CHI,140," $5,718,954.30 ",1," $5,718,954.30 "," $5,882,353.00 "," $5,718,954.30 "
Andres Nocioni,"Hand, Thumb & Fingers area",SAC,343," $5,716,463.60 ",1," $5,716,463.60 "," $10,416,667.00 "," $5,716,463.60 "
Aaron Gordon,Shoulder area,ORL,18," $5,715,992.00 ",1," $5,715,992.00 "," $22,319,588.00 "," $5,715,992.00 "
Andrew Bynum,"Hand, Thumb & Fingers area",LAL,69.5," $5,691,425.20 ",1," $5,691,425.20 "," $20,138,889.00 "," $5,691,425.20 "
Lonzo Ball,Knee area,LAL,296," $5,672,237.20 ",1," $5,672,237.20 "," $8,456,790.00 "," $5,672,237.20 "
Kurt Thomas,"Hand, Thumb & Fingers area",NYK,291," $5,668,184.30 ",1," $5,668,184.30 "," $7,499,443.90 "," $5,668,184.30 "
Kevin Martin,Wrist area,SAC,71," $5,668,155.30 ",1," $5,668,155.30 "," $14,084,507.00 "," $5,668,155.30 "
Shaquille O'Neal,Ankle area,MIA,37," $5,654,761.90 ",1," $5,654,761.90 "," $31,250,000.00 "," $5,654,761.90 "
Brandon Ingram,Knee area,NOH & NOK & NOP,81.67," $5,650,932.80 ",1," $5,650,932.80 "," $7,265,485.00 "," $5,650,932.80 "
Courtney Lee,Unclassified,NYK,34," $5,642,080.40 ",1," $5,642,080.40 "," $14,457,831.00 "," $5,642,080.40 "
Joel Przybilla,Knee area,CHA & CHH,178.5," $5,636,856.40 ",1," $5,636,856.40 "," $8,888,889.00 "," $5,636,856.40 "
JJ Redick,Heel area,NOH & NOK & NOP,53," $5,629,084.90 ",1," $5,629,084.90 "," $15,588,235.00 "," $5,629,084.90 "
Jarrett Jack,Foot area,NOH & NOK & NOP,306," $5,620,393.00 ",1," $5,620,393.00 "," $6,081,081.00 "," $5,620,393.00 "
Hedo Turkoglu,"Hand, Thumb & Fingers area",TOR,66," $5,612,965.20 ",1," $5,612,965.20 "," $13,947,368.00 "," $5,612,965.20 "
Karl-Anthony Towns,Knee area,MIN,141.5," $22,405,055.80 ",2," $11,202,527.90 "," $37,845,668.50 "," $5,601,263.95 "
Donyell Marshall,Cranial area,TOR,305," $5,597,014.80 ",1," $5,597,014.80 "," $8,208,955.00 "," $5,597,014.80 "
Stephen Curry,Abdominal area,GSW,22," $5,594,068.60 ",1," $5,594,068.60 "," $48,481,928.00 "," $5,594,068.60 "
LeBron James,Knee area,LAL,5," $5,564,880.70 ",1," $5,564,880.70 "," $45,632,022.00 "," $5,564,880.70 "
Marvin Williams,Unclassified,CHA & CHH,123," $5,553,922.90 ",1," $5,553,922.90 "," $16,265,060.00 "," $5,553,922.90 "
Steven Adams,Knee area,NOH & NOK & NOP,-1," $5,544,380.30 ",1," $5,544,380.30 "," $12,989,691.00 "," $5,544,380.30 "
Josh Richardson,Ankle area,DAL,64," $5,543,984.90 ",1," $5,543,984.90 "," $13,370,787.00 "," $5,543,984.90 "
Terrell Brandon,Other facial areas,MIN,256," $5,531,434.00 ",1," $5,531,434.00 "," $13,433,482.60 "," $5,531,434.00 "
Juancho Hernangomez,Unclassified,DEN,115," $5,520,085.80 ",1," $5,520,085.80 "," $7,941,176.00 "," $5,520,085.80 "
Kurt Thomas,Foot area,PHX,47," $5,514,705.90 ",1," $5,514,705.90 "," $11,718,750.00 "," $5,514,705.90 "
Mike Dunleavy,Cranial area,GSW,267," $5,487,804.80 ",1," $5,487,804.80 "," $13,235,294.00 "," $5,487,804.80 "
Malcolm Brogdon,Cranial area,MIL,43," $5,486,230.60 ",1," $5,486,230.60 "," $25,297,619.00 "," $5,486,230.60 "
Steve Nash,Foot area,PHX,151," $5,466,410.00 ",1," $5,466,410.00 "," $6,140,351.00 "," $5,466,410.00 "
Kevin Durant,Ankle area,PHX,21," $5,464,333.30 ",1," $5,464,333.30 "," $46,198,454.00 "," $5,464,333.30 "
Mikki Moore,Heel area,GSW,0.5," $5,462,040.40 ",1," $5,462,040.40 "," $8,450,704.00 "," $5,462,040.40 "
Bojan Bogdanovic,Knee area,IND,44," $5,461,560.10 ",1," $5,461,560.10 "," $19,471,649.00 "," $5,461,560.10 "
Josh Richardson,Cranial area,MIA,312," $5,452,127.70 ",1," $5,452,127.70 "," $12,500,000.00 "," $5,452,127.70 "
Mike Dunleavy,Knee area,GSW,68," $21,796,632.90 ",2," $10,898,316.40 "," $12,676,056.00 "," $5,449,158.20 "
Joakim Noah,"Hand, Thumb & Fingers area",CHI,70," $5,442,177.00 ",1," $5,442,177.00 "," $16,666,667.00 "," $5,442,177.00 "
Stephon Marbury,Unclassified,NYK,0," $21,700,873.80 ",2," $10,850,436.90 "," $24,100,197.00 "," $5,425,218.45 "
Nicolas Batum,Elbow area,CHA & CHH,21.5," $5,420,054.30 ",1," $5,420,054.30 "," $29,629,630.00 "," $5,420,054.30 "
Josh McRoberts,Foot area,MIA,104.67," $5,414,479.80 ",1," $5,414,479.80 "," $7,278,481.00 "," $5,414,479.80 "
Arron Afflalo,Thigh area,DEN,270," $5,400,717.50 ",1," $5,400,717.50 "," $11,315,789.00 "," $5,400,717.50 "
Pau Gasol,Calf area,LAL,102," $5,388,784.40 ",1," $5,388,784.40 "," $9,401,709.00 "," $5,388,784.40 "
Joe Smith,Unclassified,DEN,312," $5,386,456.80 ",1," $5,386,456.80 "," $7,352,941.00 "," $5,386,456.80 "
